Noticia,Rotulo
"Limão Alegria, que já vem com cachaça dentro, é lançado no Brasil #boato

agora, realmente a nasa virá ao brasil para tomar todas!!! 🤣🤣🤣 a magnífica criou o “limão alegria” – que já vem com cachaça na composição da fruta, desde o pé – para facilitar o preparo da caipirinha espetacular",true
"
  Vídeo de 2020 é usado para sugerir que Ratinho agendou entrevista com Bolsonaro em 25/08/2022

“atenção patriotas ratinho entrevistará bolsonaro na quinta feira dia 25/08, mesmo dia que a globo entrevistará lula. quem terá a maior audiência, sbt ou globo?! nos, direita conservadora sabemos o que fazer né?!”, afirma uma das publicações, que circulam no twitter (1, 2, 3), facebook (1, 2, 3) e kwai. o conteúdo também foi encaminhado para o whatsapp do afp checamos.",true
"China reconhece profissão de coletora e paga 1200€/mês #boato

as senhoras que fazem o serviço não são enfermeiras nem profissionais de saúde, são mesmo “p ”, uma profissão que é reconhecida na república popular da china. nos estados unidos por exemplo, fornecem aos homens revistas para ajudar ao serviço, na china são mais avançados. as senhoras recebem um salário de cerca de 1200€ e é uma profissão de risco 4, devido à probabilidade de lesão por movimentos repetitivos. a intenção com a criação desse novo emprego, é diminuir a taxa de desemprego e consequentemente aumentar a taxa de doadores nos bancos de sêmen.",true
"
  Imagens de painéis solares sobre um canal são de instalações na Índia, não no rio São Francisco

“bolsonaro mandou instalar painéis solares em cima do canal da transposição do são francisco. não toma espaço útil, evita a evaporação da água e produz energia elétrica para os pequenos produtores”, dizem as legendas das publicações, compartilhadas milhares de vezes no facebook (1, 2, 3), no instagram (1, 2) e no twitter (1, 2, 3). nos comentários, muitos usuários celebravam o suposto feito: “quando não tem roubo, a obra aparece e engrandece” e “deus abençoe sempre nosso presidente bolsonaro orgulho”.",true
"Vídeo em que caminhoneiros ameaçam paralisação é de 2019

publicações nas redes sociais tiram de contexto um vídeo que mostra caminhoneiros ameaçando deflagrar paralisação em estradas do estado de são paulo no fim do ano. o conteúdo foi publicado originalmente no facebook em outubro de 2019, no perfil pessoal do administrador da página ""amigos da estrada força bruta"".as imagens retratam os protestos de quatro homens contra o valor das tarifas de pedágio das estradas paulistas e a favor da aplicação da lei do frete mínimo. ""governador escuta bem o que nós estamos falando. se o senhor não der uma resposta, nós vamos parar a anchieta e a imigrantes agora na temporada, se vai ser em novembro ou em dezembro não importa"", diz o autor do vídeo, marcos vicente.",true
"Verdades e mentiras sobre Kolinda Grabar-Kitarovic, a presidente da Croácia!

com o final da copa do mundo de futebol de 2018, uma série de afirmações surgiu nas redes sociais – e em sites e blogs – a respeito do mandato da primeira presidente mulher da croácia, kolinda grabar-kitarovic. ela vendeu mesmo o avião presidencial? ela vendeu os veículos oficiais? fala 7 línguas?",true
"Apresentadores holandeses comem carne um do outro na TV!

as cenas de canibalismo em um show de tv holandês chamado test rabbits geraram polêmica no país e no mundo. mas será que essa história é real?",true
"        Covid: Estudo em hamsters não prova eficácia da ivermectina em humanos 23/07/2021 17h51 

é enganosa a publicação no site terça livre que afirma que um estudo francês apontou a eficácia da ivermectina para combater a covid-19. o texto omitiu que o estudo mencionado, realizado pelo instituto pasteur da frança e publicado na revista embo molecular medicine no último dia 12, foi feito em hamsters, e não em humanos. estudos publicados até o momento são insuficientes para concluir que a ivermectina seja eficaz contra o novo coronavírus. procurou o terça livre por e-mail, mas não obteve retorno até a publicação deste texto. após o contato, a publicação do site foi editada para incluir a informação de que o estudo em questão foi feito em hamsters.",true
"
  Esta aranha que parece uma ""obra de arte"" não é considerada mortal para o ser humano

“pra vocês que estão indo à praia. por favor, cuidado com isto. não tente pegar achando que é uma obra de arte. é uma aranha muito venenosa. se te picar, vais morrer dentro de 5 minutos”, dizem as legendas das postagens no facebook (1, 2, 3) e no twitter (1), que começaram a circular no início de novembro de 2021. essas mesmas imagens com alegações similares também circularam amplamente em inglês e espanhol.",true
"Chá de folhas de abacate com hortelã cura e previne o coronavírus #boato

mulher diz que teve revelação de nossa senhora do carmo sobre coronavírus e nossa senhora deu a ela uma receita de um chá pra tomarmos contra esse mal e pediu para que ela divulgasse pra todo o mundo.segue a receita do chá: ferver 1 litro de água acrescente 6 folhas de abacate e folhas de hortelã (a quantidade das folhas de hortelã é o tanto que enche um copo de 200 ml) tampe e desligue o fogão. se estiver calor tome o chá gelado e se estiver tempo frio tome o chá quentealerta vermelho no planeta!!! a cura natural da epidemia do “coronavírus” e suas mutações!!! mulher simples e humilde do povo, senhora católica sonhou com a mãe de jesus na roupagem de nossa senhora do carmo e divulga mensagem de chá simples de folhas: – de *abacate* + folhas de *hortelã* tem poder de eliminar o “coronavírus” + suas mutações e tbm outros vírus patogênicos. chá de imunização que elimina o “coronavírus” + mutações!!! [ ]como tomar??? * tomar um copo de 100ml de 1 em 1 hora. * total 1.000ml para 10 (dez) horas seguidas de tratamento até o desaparecimento total dos sintomas e + 3 dias de prevenção, se houver chá disponível.",true
"        Não existe resolução que isenta políticos e ministros do STF de vacinação 03/03/2023 16h51 

uma resolução de número 748 estabeleça no artigo 99 que deputados, senadores e ministros do stf estão isentos de tomar vacina, como afirmam publicações nas redes sociais e aplicativos de mensagem. conteúdo similar foi desmentido por aos fatos, estadão verifica, lupa e yahoo em janeiro de 2022. o uol confere recebeu o pedido de checagem pelo whatsapp (11) 97684-6049.",true
"É falso que Lula estivesse sem segurança em ato de campanha no Complexo do Alemão

o vídeo que sugere relações do ex-presidente e candidato luiz inácio lula da silva (pt) com facção do tráfico de drogas do rio de janeiro por ele ter feito, sem segurança, uma caminhada no complexo do alemão, em uma região à qual a polícia não teria acesso. o evento, no entanto, contou com a polícia federal, polícia militar do rio de janeiro e guarda municipal.",true
"Texto engana ao afirmar que autópsias na Itália teriam indicado que 'problema principal não era o coronavírus'

esta checagem foi produzida pela coalizão d . leia mais aqui.texto em circulação nas redes sociais engana ao afirmar que autópsias realizadas em bérgamo, na itália, teriam indicado que ""o problema principal não era o coronavírus"", em referência à causa da morte dos pacientes por covid-19. a publicação diz também que ""a cura já foi encontrada"". o conteúdo mistura informações verdadeiras com outras falsas ou sem sustentação científica para sugerir aos leitores que os óbitos estariam relacionados apenas com um distúrbio na circulação sanguínea, a ser tratado em casa.",true
"Haddad não publicou mensagem com elogios à Venezuela no Twitter

a checagem abaixo foi publicada pelo projet . a verificação foi realizada por uma equipe de jornalistas do uol e do nexo jornal. outras redações concordaram com a checagem, no processo conhecido como ""crosscheck"".o projet é uma coalizão de 24 veículos de mídia com o objetivo de combater a desinformação durante o período eleitoral. você pode sugerir checagens por meio do número de whatsapp (11) 97795-0022.",true
"
É falso que Zeca Pagodinho recebeu R$ 2 milhões em projeto via Lei Rouanet


postagens que circulam nas redes sociais enganam ao compartilhar a reprodução de um site para dizer que o cantor zeca pagodinho recebeu r$ 2,2 milhões via lei rouanet (veja aqui). o valor que aparece na imagem foi captado pelo projeto “zeca pagodinho: uma história de amor ao samba”, que é uma peça de teatro sobre o músico e que não conta com a sua participação. pelo projeto, o cantor recebeu r$ 16,4 mil em direitos autorais. publicações com a alegação enganosa somavam ao menos 25 mil compartilhamentos no facebook e centenas de curtidas no instagram nesta quinta-feira (5).",true
"
Não é verdade que Luciano Huck é sócio da produtora Porta dos Fundos


sim, isso mesmo. luciano huck é dono da joá investimentos, que possuiu uma fatia do porta dos fundos.",true
"
  Um vídeo de Bolsonaro em Aparecida em 2019 é compartilhado como se fosse de 2021 na Itália

“queira ou não e um genio mundial único líder na itália a arrastar multidão”, diz a legenda de uma das publicações compartilhadas no facebook (1, 2), cujo vídeo foi visualizado mais de 44 mil vezes em um dia. junto com a sequência há o seguinte texto: “que recepção maravilhosa. que ser humano maravilhoso é nosso presidente. gente boa, humilde, carismático, honesto, solidário, patriota, sorriso fácil etc ..’ brasil acima de tudo, deus acima de todos”.",true
"        Nobel de Medicina não disse que coronavírus foi criado em laboratório 29/04/2020 18h59 

são falsos os textos que circulam pelo whatsapp e os posts em redes sociais segundo os quais o prêmio nobel de medicina tasuku honjo teria afirmado que ""o novo coronavírus não é natural"". o próprio honjo desmentiu as alegações atribuídas a ele e, além disso, pesquisas científicas confirmaram que o vírus causador da covid-19 não foi desenvolvido em laboratório. a verificação deste texto foi solicitada por leitores que enviaram os pedidos via whatsapp. o monitoramento das redes sociais realizado pel detectou que este conteúdo vem circulando há alguns dias em diversos idiomas, em uma aparente tentativa organizada de criar desinformação a respeito da pandemia de covid-19.",true
"        Post distorce dados para sugerir que vacinados são mais vulneráveis à covid 03/03/2022 16h00 

um post no twitter que usa dados de mortes por covid-19 no distrito federal referentes a um único dia para sugerir que pessoas vacinadas são mais vulneráveis à doença. o tuíte omite informações importantes e dá destaque a um conjunto de dados muito pequeno, que não é representativo da atual fase da pandemia. os dados citados na publicação foram extraídos da ""síntese diária de óbitos notificados em 15 de fevereiro"", um documento produzido pela diretoria de vigilância epidemiológica da secretaria de saúde do distrito federal (divep/svs). segundo o informe, foram notificadas oito mortes por covid-19 no df em 15 de fevereiro de 2022.",true
"Foi descoberto quem é o vazador das conversas de Moro: é Diogo Castor de Mattos #boato

descoberto o vazador da lava jato: *diogo castor de mattos* segundo fonte que não quis se identificar, o procurador diogo castor de mattos teria vazado as mensagens de deltan e moro para se safar de uma “prensa” que dallagnol estaria armando para o escritório de seus irmãos analice e rodrigo castor de mattos. rodrigo atuava em conjunto com o irmão para extorquir os acusados da lava jato, utilizando o expediente das “delações premiadas” para faturar alto em cima de dinheiro oriundo de corrupção. [ ]diogo era um os procuradores de confiança de deltan dallagnol, recebendo informações privilegiadas e com acesso a decisões antecipadas de moro, repassava as informações para o irmão chantagear e extorquir os acusados que seu escritório defendia. a desfaçatez foi tão grande que que stf pediu publicamente que pedir que a procuradoria-geral da república investigasse a relação entre os irmãos, sob alegação de corrupção na operação lava-jato. [ ]em março houve um atrito muito forte entre diogo e a advogada anna carolina noronha, filha do presidente do stj joão otavio noronha, que passaram a denunciar publicamente as irregularidades praticadas pela família castor de mattos. ao que tudo indica, ao manchar a reputação da operação lava-jato diogo e rodrigo teriam sido pressionados e ameaçados por outros procuradores da operação e, copiaram todas as mensagens do grupo como forma de se proteger caso fossem “fritados” publicamente por seus pares da lava-jato. [ ]após discussão com dallagnol, que o teria acusdo de ser o responsável pela acordo da fundação ter sido negado pelo stf, diogo estaria acuado, ansioso e preocupado com o que poderia acontecer com ele e seus irmãos. com medo de serem desmascarados e descartados, os irmãos teriam facilitado o arquivo para o intercept publicar, dessa forma os holofotes sairiam de cima deles diretamente para as cabeças de moro e dallagnol.outra possível motivação é que diogo teria sido obrigado a pedir seu afastamento da operação contra sua vontade e agora estaria vazando as mensagens como forma de retaliação. caso não pedisse o afastamente ele teria sido fritado junto com o irmão. a coincidência de datas é bastante sugestiva, diogo pede afastamento em abril e poucas semanas depois o intercept recebe um gigantesco vazamento que veio a luz. [ ]enquanto moro tenta criar uma cortina de fumaça sobre um hacker que nunca existiu, internamente começa uma nova “caça as bruxas” dentro da lava-jato, onde todos começam a desconfiar uns dos outros numa avalanche que ninguém sabe onde vai terminar. até o momento o vazamento prejudicou somente as principais figuras da operação, porém não vazou nenhuma mensagem dos irmãos diogo e rodrigo, justamente os que faziam o “serviço sujo” através das delações premiadas e eram o “elo frágil” que já estava prestes a ser fritado.",true
"É falso que PF apreendeu R$ 70 milhões na casa de 'prefeito do PT' de Ouricuri, em Pernambuco

circula nas redes um vídeo que mostra supostamente a apreensão feita pela pf de r$ 70 milhões guardados em caixas na casa do prefeito de ouricuri (pe), que seria do pt. . o vídeo não tem nenhuma relação com o gestor ricardo ramos, que é filiado ao psdb, não ao pt. o registro é de uma operação realizada em sergipe, em março de 2021",true
"Publicação lista 31 ações de Bolsonaro em três meses, mas só sete são verdadeiras

desbaratou a quadrilha que usava os índios para a criação de milhões de criptomoedas mostram publicações no facebook",true
"
  Vídeo de manifestação em shopping em 2018 circula como se fosse “vaia” contra Lula em 2022

“o homem mais honesto do mundo foi a um shop testar sua popularidade pra provar os 49% das pesquisas e olha no que deu... foi bom ele ter ido testar a popularidade,aí 9 dedos viu o resultado”, diz uma das publicações compartilhadas no facebook (1, 2, 3). a filmagem também circula no instagram (1, 2, 3) e no twitter (1, 2, 3). uma pesquisa no google com os termos “lula vaiado shopping” levou à mesma filmagem, publicada no youtube também em janeiro de 2022. segundo a legenda da publicação, porém, o episódio teria ocorrido em 2018.",true
"
É falso que peritos federais provaram fraude nas urnas em 2022


não é recente, nem prova fraude nas urnas, um vídeo em que um um representante do sindicato que representa peritos criminais federais enumera falhas detectadas por técnicos em um dos testes de segurança das urnas promovidos pelo tse (tribunal superior eleitoral), como afirmam postagens. o discurso aconteceu em 2018 e os erros citados já foram sanados. a entidade, posteriormente, negou ter denunciado fraudes nas eleições. publicações com o conteúdo acumulavam 2,3 milhões de visualizações no tiktok e 145 mil compartilhamentos no facebook e 16 mil curtidas no kwai nesta quinta-feira (3).",true
"
  Bolsonaro não leu matéria da Exame quando fez alegações sobre vacinas contra a covid-19 e aids

“a revista fez a matéria ligando covid a aids. o presidente bolsonaro leu a matéria ao vivo. e está sendo processado por isso. e a revista exame sofreu algum tipo de processo? mandou retirar a postagem do ar? quem leu a matéria eh punido e quem fez não? qual a lógica nisso?”, dizem publicações compartilhadas mais de 2.500 vezes no twitter, no instagram e no facebook. carlos bolsonaro, que havia repercutido a alegação em 2021, voltou a mencioná-la após a conclusão do inquérito pela polícia federal.",true
"        Eduardo Bolsonaro publica informação e foto erradas sobre Greta Thunberg 26/09/2019 13h22 

o deputado federal eduardo bolsonaro (psl-sp) publicou uma informação deturpada sobre o suposto financiamento da ativista climática sueca greta thunberg, responsável por um dos discursos mais contundentes na reunião do clima da onu (organização das nações unidas) nesta semana. segundo a postagem do deputado no twitter na noite de ontem (25), greta seria financiada pelo bilionário húngaro-americano george soros. a foto postada não é a original. trata-se de uma montagem.",true
"É #FAKE que foto postada pelo chanceler Ernesto Araújo mostra protesto pró-Guaidó na Venezuela

ministro das relações exteriores de jair bolsonaro, ernesto araújo postou em suas redes sociais uma foto de um protesto na venezuela. no tuíte, o chanceler escreve: “o extraordinário movimento pela redemocratização da venezuela está se avolumando sob a presidência de juan guaidó”, com a imagem em destaque. .",true
"
Não há discrepância entre datas de reportagem e explicação da 'Folha' sobre fonte


posts nas redes sociais (veja aqui) desinformam ao apontar discrepância entre a publicação da primeira reportagem de patrícia campos mello na folha de s.paulo sobre os disparos em massa no whatsapp e as datas em que ela e o jornal disseram ter contatado e veiculado informações passadas por hans river do nascimento. o artigo que revelou inicialmente o envio massivo de mensagens nas eleições, veiculado em 18 de outubro de 2018, não contou com a colaboração do ex-funcionário da agência yacows. ele foi a fonte da jornalista em uma reportagem publicada em 2 de dezembro. reprodução de conversa divulgada pelo jornal mostra que nascimento fora contatado em 19 de novembro. na reportagem de outubro, campos mello revelou que empresários alinhados à candidatura de jair bolsonaro bancaram disparos em massa pelo whatsapp de mensagens contra o pt. já a matéria de dezembro traz processo trabalhista e relato de nascimento, ex-funcionário da yacows, uma das agências envolvidas nos disparos, e revela que a empresa fraudou cpfs de idosos para habilitar chips de celular e viabilizar o envio massivo de mensagens.",true
"
É falso que cidade gaúcha inaugurou parque inspirado na ‘ideologia de gênero’


um parque infantil temático inspirado na “ideologia de gênero” tenha sido inaugurado na cidade gaúcha santa etelvina do guaíba, como afirmam publicações nas redes sociais (veja aqui). não existe município brasileiro com esse nome nem político chamado fellipe weissfüder garcia, que os posts alegam ser o prefeito. além disso, a foto que mostra um escorrega em forma de genitálias é de um set de filmagem montado no canadá em outubro deste ano. o conteúdo acumulava ao menos mil compartilhamentos nesta sexta-feira (3), e também circula no whatsapp (fale com fátima).",true
"
José Guimarães não preside comissão anticorrupção nem escondeu dólares na cueca


ele [deputado josé guimarães (pt-ce)] escondeu dólares na cueca e virou presidente da comissão que vai combater a corrupção.",true
"
  Cidade de Chapecó não “esvaziou” leitos de UTI com tratamento precoce contra covid-19 

“maravilha! chapecó esvazia leitos de uti com tratamento precoce”, diz texto amplamente compartilhado no facebook (1, 2, 3) desde o último dia 3 de abril. “prefeito de chapecó zerou uti's com o tratamento precoce!! mas vc não vai ver na mídia, porque para eles, notícia boa é gente morrendo!!”, escreveu outro usuário. outras versões - difundidas inclusive pela deputada federal carla zambelli (psl) - compartilham um vídeo em que o prefeito de chapecó, joão rodrigues (psd), mostra uma unidade hospitalar vazia e asseguram: “prefeito de chapecó zera internações na uti por covid-19! conseguem adivinhar como?”.",true
"
É falso que filho de William Bonner recebe auxílio emergencial de R$ 600


vinicius bonemer, filho dos jornalistas william bonner e fátima bernardes, recebe o auxílio emergencial de r$ 600, como consta em publicações nas redes sociais (veja aqui). há de fato uma solicitação aprovada no nome dele, mas ela teria sido fraudada, segundo afirmou o âncora do jornal nacional no twitter nesta quinta-feira (21) e indicou o ministério da cidadania em resposta ao aos fatos. os dados de bonemer usados no cadastro circulam na internet desde 2017 quando imagem de sua carteira de habilitação foi veiculada em notícias sobre um acidente de carro em que se envolveu. desde então, segundo afirmou bonner, as informações têm sido usadas para fraudar a abertura de empresas e assinaturas de serviços. o ministério da cidadania informou que o cpf do filho do jornalista foi posto na lista de inelegíveis e que o caso foi levado à polícia federal.",true
"
  O presidente Lula não exonerou oito mil militares na primeira semana de governo, em 2023

“8.000 militares exonerados pelo governo federal”, diz a legenda de uma das publicações compartilhadas no twitter e no facebook. a mensagem acompanha a captura de tela da edição extra do diário oficial da união (dou) de 2 de janeiro de 2023. no registro, é possível ler: “portarias de 1º de janeiro de 2023”.",true
"
Foto mostra aviões em aeroporto nos EUA, não jatos de autoridades presentes na COP26


publicações nas redes sociais enganam ao compartilhar uma foto que mostra dezenas de aviões em um aeroporto como se fosse de jatinhos usados por autoridades para ir à cop26 (conferência das nações unidas sobre as mudanças climáticas), na escócia (veja aqui). no entanto, a imagem retrata a concentração de aeronaves no aeroporto lakefront, em nova orleans (eua), em razão do super bowl de 2013. posts com a atribuição enganosa acumulavam centenas de compartilhamentos no facebook nesta quinta-feira (11).",true
"
  Vídeo de homem chorando é anterior ao golpe de Estado no Níger e não mostra ministro das Finanças

“o regime que tomou o poder na níger com um golpe disse: ‘se você não puder explicar em 48 horas porque o dinheiro do país foi roubado dos cidadãos, você será fuzilado’. ameaçaram o ministro das finanças. o ministro ameaçado chorou diante das câmeras e não conteve as lágrimas”, diz a legenda de uma publicação no facebook, que inclui um vídeo de uma pessoa chorando. afirmações similares, acompanhadas pelas mesmas imagens, circulam no x (antes twitter), no tiktok, no telegram e no kwai, e também foram replicadas em inglês e espanhol.",true
"Postagem engana ao associar o PT e Lula a apreensão de drogas no MS

é enganosa a postagem que tenta ligar o partido dos trabalhadores (pt) e o candidato à presidência pelo partido, luiz inácio lula da silva, a uma apreensão de maconha no mato grosso do sul (ms). o vídeo mostra fardos com a droga que trazem adesivos de identificação, um deles com a estrela vermelha, símbolo do partido, e a inscrição ""todo mundo merece uma xícara de café e lula presidente"". há outros adesivos do tipo, um deles com o emblema do clube de regatas do flamengo. a gravação omite trecho de entrevista com um agente do departamento de operações de fronteira (dof) no qual ele explica que as marcações são aleatórias e servem apenas como código para identificar o dono do material caso ele chegue ao seu destino, mas que não guardam relação entre os donos das marcas utilizadas (pt e flamengo) e os traficantes de drogas. tal ligação também foi descartada pela polícia civil do ms.",true
"Idosa em São Sepé (RS) vai para o hospital após festa com DJ e gogoboys #boato

vai dar polêmica esta postagem festa comandada por idosas acaba em confusão e mal- estar uma festa no terceiro distrito em são sepé, comandada por senhoras idosas, acaba com uma delas no hospital. de acordo com a apuração da reportagem, senhoras entre 66 e 89 anos contrataram dj diego, 6 gogooboys e 1 cachorro para animarem a festa, porém uma delas passou mal e precisou de atendimento. os maridos, que até então sabiam de que as vovós sepeenses iam realizar um terço de oração, se surpreenderam com o acontecido, ” nós fomos pescar e ficamos sabendo disso, achei que elas tavam rezando, que coisa séria” disse jóca, um dos maridos, entre muita confusão de samu, bombeiros, policia e maridos, falou em nome das vovós, ” eles acham que só eles podem ir na casa das prima, cansemu de ser palhaça e ficar esperando, fizemu uma festinha, mas a marilda passou mal, não guentou a pressão dos guri, é fraca né” disse dona guaju. contudo, marilda ja passa bem e esta em casa, não quis falar com nossa reportagem, porém não sabemos se vai permanecer casada com sebastião, que esta muito bravo com essa história toda.",true
"Gugu Liberato morreu aos 60 anos após acidente doméstico nos EUA #boato

urgente: morre gugu liberato, aos 60 anos morreu na tarde desta quinta-feira, (21), aos 60 anos de idade, o apresentador gugu liberato. segundo informações de uma fonte ligada à família, que preferiu não se identificar, o apresentador da record tv, que estava internado na uti após sofrer um acidente em sua casa, na flórida, morreu por volta das 16h40 horário de brasília.na tarde da última quarta, gugu caiu do telhado de sua residência, uma altura de quatro metros, sendo rapidamente levado ao hospital, onde ficaria internado em observação por 48 horas, segundo comunicado de sua assessoria. sua mulher, a médica rose miriam e os filhos já se encontram nos estados unidos. a mãe do apresentador, de 92 anos, e outros familiares, além do diretor homero salles, viajaram na manhã desta quinta-feira para orlando.gugu apresentava na record tv, às quartas-feiras, o reality show “canta comigo”, que terá a sua final no dia 4 de dezembro. o programa já está inteiramente gravado. os próximos compromissos do animador na emissora seriam o especial “família record” e o reality de casais “power couple”.gugu liberato morreu aos 60 anos, após sofrer um acidente doméstico nesta quarta-feira (20), em sua mansão localizada em orlando, no estado da flórida, nos estados unidos. o apresentador estava colocando enfeites de natal na parte externa da casa, onde moram seus filhos joão augusto, de 17 anos, e as gêmeas sofia e marina, de 15 anos, quando caiu de uma altura de quatro metros e bateu com a cabeça em uma quina. levado às pressas ao hospital mais próximo, o apresentador foi internado em estado muito grave. de acordo com as primeiras informações, gugu teria tido morte cerebral. [ ]",true
"        É falso que eleitores com mais de 60 anos votarão em horário exclusivo 21/10/2020 04h00 

a realização das eleições municipais enquanto o novo coronavírus ainda circula pelo país exigiu uma série de adaptações nos processos e regras da campanha para tentar evitar a transmissão do vírus. cuidados especiais estão sendo dedicados a pessoas dos grupos de risco para a covid-19, principalmente idosos. no entanto, circulam no whatsapp informações falsas sobre as regras para a votação no primeiro turno, em 15 de novembro. sobre votação em horário exclusivo para maiores de 60 anos imagem: reprodução",true
"Vídeo denuncia possível fraude no sorteio da Copa!

“gostaríamos de esclarecer que essas alegações são completamente infundadas. três representantes da ernst & young supervisionaram e validaram todos os preparativos do sorteio[ ] além disso, havia pelo menos sete câmeras filmando o sorteio de vários ângulos em todos os momentos: três estavam localizadas no centro, duas nas diagonais (esquerda e direita) e duas câmeras em dollys, sem contar a câmera que filmava diretamente de cima o secretário-geral da fifa realizando todos os procedimentos”",true
"Textos e imagens sobre a crise migratória em Roraima misturam dados certos e errados

“[roraima] por conta de uma imigração desenfreada, viu, em 2018, sua população atingir o número de habitantes esperado para 2040” - frase extraída de imagem e do texto “uma brasileira de roraima diz a verdade que a imprensa aética e sem noção esconde”, que, até as 11h30 do dia 27 de agosto de 2018, já tinha 89 mil interações no facebook",true
"Médico alemão Walter Weber acerta ao falar que máscaras não protegem, PCR tem 85% de erro, Covid-19 não existe e vacina altera o DNA #boato

“eu gostaria de esclarecer duas coisas que sinto no coração. uma é a obrigatoriedade do uso de máscara cientificamente falando com altos nível de evidências, a máscara não protege contra o vírus. esse é o ponto número 1 e o 2 é que, do ponto de vista científico, nenhum ou quase nenhum dos vírus que estão aqui pode-se proteger com máscaras. precisa-se testar 20.000 pessoas, para que uma seja testada positivamente. os “hotspost” (locais de surto) produzidos no momento, são testes positivos e não doenças. sempre são mencionados casos, e quando se analisa esses casos, são de testes positivos e não de doentes. eu perguntei sobre o número de enfermos nos hospitais e mortos e não tem nenhum. são teste positivos e sabemos que os falsos resultados de testes de pcr até 85% podem ser falsos positivos. então significa que em qualquer pandemia, pode-se produzir tantos surtos locais quantos forem desejados. a segunda coisa que desejo citar e que me toca o coração, é a vacina que está planejada. a alta probabilidade de vir a ser um novo tipo de vacina, e não das que se usa comumente no mercado, será um novo tipo de manipulação genética. eu não quero ser injetado por uma técnica de manipulação genética.“a farsa por trás da disseminação do vírus ao longo dos meses tem contribuído para que alguns médicos ao redor do mundo alertem à população sobre o real plano da elite cabal contra a humanidade. neste vídeo o médico alemão dr. walter weber mostra toda a vdd sobre o vírus, máscaras e as v.a.c.i.n.a.s!! assista e tire suas conclusões!!”.“polêmica em 3, 2, 1 máscaras não protegem contra covid-19 dr. walter weber”.“importantíssimo pessoal grupo alemão de médicos pelo esclarecimento a respeito do covid-19 – máscaras e vacina que pode gerar câncer e alteram o dna humano”.",true
"
  Estas fotos mostram um designer de videogames japonês, não o “assassino de Shinzo Abe”

“tetsuya yamagami é o nome desse terrorista comunista! imaginem se ele fosse de direita o escarcéu que a mídia esquerdista canalha mundial estaria fazendo?”, diz uma das publicações compartilhadas no facebook e no twitter. a alegação acompanha três fotos do mesmo homem. na primeira, ele aparece usando um chapéu da antiga união soviética; na segunda, ele é visto posando em frente a um retrato do revolucionário comunista argentino che guevara; na foto final, ele veste uma camiseta estampada pelo vilão de quadrinhos coringa e carrega uma bolsa com o rosto de che guevara.",true
"CEO da Pfizer disse que não vai tomar a vacina contra Covid-19 #boato

“a vacina da pfizer já está sendo aplicada nos estados unidos da américa, e causado efeitos colaterais como paralisia de bell e reações alérgicas. entre várias polêmicas, também é publico que a vacina pfizer foi construída em conjunto com o laboratório biontech, um laboratório alemão, cujo os donos são turcos, mas que também possuem ligações esquisitas com a china [ ]. olhando todos esses fatos fica fácil entender porquê nem o próprio ceo quer tomar a vacina, mas você é obrigado tomar, segundo o stf. você vai tomar?”.",true
"
Vídeo não mostra integrantes do MST destruindo estação de energia no Amapá


imagens virais de homens destruindo postes de energia mostrem uma ação do mst (movimento dos trabalhadores rurais sem terra) em uma estação no amapá (veja aqui). o vídeo original foi gravado em novembro de 2017 em correntina (ba), quando moradores da região protestavam contra o sistema de irrigação de duas fazendas. o vídeo descontextualizado circulou inicialmente nas redes sociais em novembro, logo após o apagão no amapá. as publicações, no entanto, voltaram a ser compartilhadas nas redes, reunindo ao menos 11 mil compartilhamentos nas últimas 24 horas. todas foram marcadas com o selo falso na ferramenta de verificação da rede social (veja como funciona).",true
"        Prédio de sindicato em Itapeva é usado pelo TRE-SP desde 2014; entenda 28/09/2022 14h18 

um vídeo que mostra a preparação de urnas eletrônicas na sede de um sindicato em itapeva, no interior de são paulo, circula nas redes sociais de forma distorcida, levantando suspeitas sobre o processo eleitoral. o tre-sp (tribunal regional eleitoral de são paulo) emitiu uma nota para esclarecer a situação. a atividade ocorre de forma regular. o local é a sede de um sindicato, usada desde 2014 pelo cartório eleitoral situado no prédio vizinho por falta de espaço. questionamento. a suspeita de irregularidades sobre o procedimento também foi levantada em publicações da deputada federal carla zambelli (pl-sp), candidata à reeleição, nas redes sociais.",true
"Não, Bolsonaro não baixou preço do litro da gasolina e do diesel para R$ 2,80

o litro do óleo diesel e da gasolina não está custando r$ 2,80 na bahia, diferentemente do que afirmam posts no facebook que acompanham um vídeo do ministro da cidadania, joão roma, abastecendo um caminhão com combustível do programa federal roda bem caminhoneiro. pelo menos três postagens, que somam quase 15 mil interações na rede, mentem ao dizer que ""na bahia os caminhoneiros e a população já estão todos abastecendo óleo diesel e gasolina a 2,80 reais por litro"". também que o presidente jair bolsonaro (pl) baixou o preço do combustível e que vai instalar postos federais em todos os estados e vender mais barato aos motoristas.as imagens foram feitas no dia "">3 de fevereiro de 2022, em luís eduardo magalhães, no oeste baiano, quando o governo federal entregou uma estação do programa roda bem caminhoneiro na cidade. a ação, contudo, não oferece redução no preço do combustível, nem permite que qualquer pessoa acesse as estações do programa - elas são destinadas a caminhoneiros autônomos associados a cooperativas selecionadas em edital. no texto publicado no site do próprio governo não há qualquer menção ao litro do combustível custar r$ 2,80",true
