Noticia,Rotulo
"Empresa de Lulinha oferece serviços de tecnologia,  mas o próprio site não possui tecnologia.  Como não poderia deixar de ser,  o Antagonista surpreende mais uma vez.  Não se trata de uma denúncia e sim de uma observação. O Antagonista descobriu que Lulinha,  o filho do ex-presidente,  possui um ""site"" que oferece tecnologia a seus clientes. O mais impressionante de tudo é que o próprio site não tem tecnologia alguma. Conversamos com a equipe de tecnologia e desenvolvimento do portal Diário do Brasil e apresentamos o site da G4 Brasil (do Lulinha) para um de nossos webmasters. Veja a resposta: "" Sinceramente,  não podemos classificar isso como um site . De acordo com minha experiência de mais de 18 anos em TI,  afirmo,  sem dúvida alguma,  que faço uma coisa dessas em menos de 5 minutos. Se fosse realmente uma empresa que oferece tecnologia,  como disseram na página inicial,  os donos devem estar passando fome. Para traçarmos um paralelo,  posso dizer que é a mesma coisa que colocarmos um fusca,  competindo com carros de F1 dentro de interlagos e esperar que o ""fusquinha"" ganhe a corrida. Nenhum empresário sério colocaria seu setor de TI nas mãos de uma empresa que possui um site amador e vergonhoso como esse "" finalizou nosso webmaster. No item ""O que fazemos?"" do site,  a G4 diz ser um ""instrumento de soluções para novos ou futuros (sic) clientes que buscam eficiência e redução dos custos que as ferramentas tradicionais de gestão impactam no cotidiano das empresas."" E mais: ""Possuímos uma equipe completa para ofertar para empresas essas soluções. Do designer de interfaces a soluções computacionais multiplataforma (Web,  Mobile E Sistemas),  garantimos muito mais que a satisfação,  mas a completa prestação dos serviços e necessidades de TI. Nossas soluções buscam a sinergia completa para a comunicação para os nossos clientes e sobretudo,  a satisfação dos clientes de nossos clientes""
",fake
"Alcolumbre diz a Bolsonaro que 'todas as partes estão cometendo excessos'

em reunião no palácio do planalto, o presidente do senado, davi alcolumbre, disse ao presidente jair bolsonaro que estava ali em missão de paz e que avaliava que todas as partes estão cometendo excessos. para ele, é preciso baixar a temperatura da crise política para se aprovar medidas para combater o coronavírus e recuperar a economia brasileira. o presidente da república pediu para o encontro com o supremo tribunal federal, depois das críticas feitas contra decisão do ministro alexandre de moraes de determinar operação da polícia federal contra espalha falsas notícias falsas por uma rede bolsonarista. ao chegar ao encontro, o líder do senado disse que o momento de tensão mostra que há excessos e que isso não é bom para a harmonia dos poderes.</s>",fake
"O Governo aprovou a cobrança de R$ 298 para portadores de CNH?

a notícia se espalhou rapidamente através do whatsapp e em várias redes sociais a partir do dia 18 de janeiro de 2017. de acordo com o texto, o governo teria aprovado a cobrança anual no valor de r$ 298,46 dos motoristas brasileiros numa tentativa de combater a crise econômica pela qual o país está passando.",true
"Luna e Silva descarta interferência em preços na Petrobras e fala em 'buscar equilíbrio'  

moderado e com fama de bom gestor, o general joaquim silva e luna, indicado pelo presidente jair bolsonaro (sem partido) para assumir o comando da petrobras, disse que está pronto para a ""missão"" e que é preciso equilíbrio nas discussões sobre preços de combustíveis. uma alta de 15% nos preços do diesel da petrobras nesta semana, que resultou em críticas de bolsonaro ao atual ceo da empresa, roberto castello branco, acabou disparando a indicação de luna na sexta-feira e acentuando temores de interferência do governo na empresa. em entrevista à reuters, luna minimizou essas preocupações, ressaltando que pretende focar na geração de resultados com o apoio da diretoria executiva.",fake
"Reino Unido critica UE e vê erosão na confiança, após disputa sobre vacina  

são paulo - ministro do gabinete do reino unido, michael gove afirmou nesta terça-feira, 2, no parlamento britânico que ""o estrago já foi feito"" na confiança, após a união europeia chegar a ameaçar interromper exportações de vacina contra a covid-19 para o país.em sua fala, gove disse que as ações adotadas pela comissão europeia na semana passada ""causaram fúria"" e elevaram tensões com a irlanda do norte.a ue tem pressionado a astrazeneca a cumprir seu contrato de entrega de vacinas para o bloco no primeiro trimestre, tendo ameaçado restringir as exportações de imunizantes da empresa para fazer valer o contrato.",fake
"Idosos com demência apresentam ‘sintomas financeiros’ até seis anos antes do diagnóstico

a doença de alzheimer se desenvolve ao longo de décadas, num processo de produção de proteínas beta-amiloides que se agrupam em placas e desfiguram o cérebro. a ciência tem mapeado sinais importantes. de acordo com estudo da faculdade de saúde pública da universidade johns hopkins, “sintomas financeiros” podem aparecer até seis anos antes do diagnóstico. os pesquisadores analisaram as finanças de mais de 80 mil beneficiários do medicare por um período de quase 20 anos. o levantamento mostrou que o nível de instrução tem peso: para os que tinham mais anos de estudo, problemas com dinheiro, como deixar de pagar contas ou se expor a fraudes surgiam cerca de dois anos e meio antes de diagnóstico. o trabalho do “jama internal medicine” foi liderado por lauren hersch nicholas, professora de política e gestão de saúde. a combinação de detectar logo esses sintomas com informações sobre o risco de ações equivocadas pode proteger o bem-estar financeiro do paciente e de sua família.</s>",fake
"
  Fórum Econômico Mundial não pediu a morte de cães e gatos para conter mudanças climáticas

“agenda globalista: ‘o fórum econômico mundial pediu aos donos de animais de estimação em todo o mundo que sacrificem seus cães e gatos de estimação. esta ideia repugnante emitida pelo wef apoia a histeria da onu sobre o corte de dióxido de carbono atmosférico’”, asseguram publicações no facebook, no telegram e no twitter. as postagens são ilustradas com uma foto de klaus schwab, fundador e presidente-executivo do fórum econômico mundial, que tem sido alvo frequente de desinformação com acusações, por exemplo, de ter políticos, mídia, especialistas e cientistas “em seu bolso” e de querer controlar a internet.",true
"Ao se filiar ao Podemos, Sergio Moro erra sobre atuação na Lava Jato e desemprego

em 2018, recebi um convite do presidente eleito para ser ministro da justiça. (...) [havia] uma persistente recessão (...) - sergio moro",true
"        Sem valor científico, enquete no Facebook não vale como pesquisa eleitoral 28/08/2018 16h22 

a propagação de resultados de enquetes feitas nas redes sociais, mesmo que realizadas com uso de ferramentas de plataformas como o facebook, contribui para a desinformação. essas consultas não têm rigor científico e não substituem as pesquisas eleitorais registradas nos tribunais eleitorais. algumas dessas enquetes são apresentadas como contraponto às pesquisas realizadas pelos institutos. um exemplo recente foi compartilhado pela página ""mais saúde menos corruptos"", que postou no facebook um infográfico que aponta o candidato jair bolsonaro com mais de 86,57% das intenções de voto, seguido por lula (8,21%), alckmin (2,99%), ciro (1,49%) e marina (0,75%). a fonte é uma página no facebook chamada de ""instituto de pesquisa oficial do face"".",true
"Vídeo de apreensão de dinheiro não foi registrado na casa do secretário de Saúde do Pará

circula nas redes sociais um vídeo de um policial civil retirando dinheiro de um forro de uma casa. a legenda da publicação diz que a operação da polícia civil estava sendo realizada na casa do secretário de saúde do pará, alberto beltrame. por meio do projeto de verificação de notícias, usuários do facebook solicitaram que [ ]",true
"Auxílio emergencial pode voltar caso haja nova onda de Covid, diz Guedes  

o ministro da economia, paulo guedes, admitiu nesta terça-feira (10) que o auxílio emergencial pode voltar a ser pago à população no ano que vem, mas apenas caso o país seja atingido por uma nova onda do coronavírus. as declarações foram dadas em resposta a uma pergunta sobre o auxílio emergencial e sua possível continuidade no ano que vem. ""deixamos bem claro para todo mundo. se houver uma segunda onda no brasil, temos já os mecanismos. digitalizamos 64 milhões de brasileiros. sabemos quem são, onde estão e o que eles precisam para sobreviver"", afirmou guedes em teleconferência com a agência bloomberg. (...) leia íntegra na folha.",fake
"Em pesquisa, STF tem mais credibilidade que Bolsonaro. Militares lideram  

apesar das seguidas manifestações de grupos bolsonaristas em atos antidemocráticos pedindo o fechamento do supremo tribunal federal, os brasileiros atribuem maior credibilidade à corte do que ao presidente da república. essa é a constatação de pesquisa divulgada hoje pelo instituto paraná pesquisas, que ouviu 2030 pessoas entre os dias 30 de abril e 4 de maio. segundo o estudo, 18,2% dos entrevistados atribuem mais confiabilidade ao stf, enquanto 14,8% citam a presidência da república. na liderança desse ranking estão as forças armadas, que para 32,6% dos pesquisados é a instituição que merece mais confiança. o ministério público federal aparece como órgão mais confável para 14,8%.",fake
"Japão aumenta veto a entrada de viajantes de 73 países, incluindo o Brasil  

o governo japonês aumentou o alerta para 73 países, entre eles o brasil, que proíbe ou proibirá a entrada de viajantes não japoneses. o ministro das relações exteriores, toshimitsu motegi, disse que acompanhará a evolução da disseminação do coronavírus, que já causou mais de 780 mil infecções e mais 37 mil mortes no mundo.</s>",fake
"Céu roxo no Canadá é resultado de luzes usadas em estufas de plantio de maconha e outras plantas

imagens que registram um dia em que o céu ficou roxo na cidade de leamington, no canadá, intrigaram internautas. nos comentários de uma postagem no facebook com as imagens, alguns dizem ser montagem e outros citam efeitos da poluição. na realidade, a coloração do céu é resultado das luzes led, utilizadas em estufas para estimular o crescimento de plantações.",true
" Auxílio e apoio a empresas também ajudarão no controle da pandemia, diz médico 

em entrevista à cnn, o médico epidemiologista e professor de medicina da universidade de são paulo (usp) paulo lotufo afirmou que apenas endurecer as medidas de restrição nos estados não é suficiente para controlar a pandemia. segundo ele, a aprovação do auxílio emergencial e ações de apoio às pequenas e médias empresas também serão efetivas para conter o avanço da covid-19 no brasil. “é fundamental o auxílio emergencial, se não as pessoas saem para a rua para conseguir algum tipo de ganho”, disse lotufo. “outro ponto preocupante e pouco falado é o apoio às pequenas e médias empresas. elas pegaram empréstimos no ano passado e já está acabando a carência, e novamente estão tendo problemas com a entrada do fluxo por causa das medidas restritivas”, completou.",fake
"Usuários encontram erro no Android que trava smartphone com papel de parede

o que é a pior coisa que pode acontecer com o papel de parede no celular? a redefinição dos smartphones precisa ser redefinida para a configuração de fábrica. não é recomendado testá-las. o manual deve ser consultado pelo manual para realizar uma restauração forçada. o problema ganhou popularidade quando um usuário do twitter divulgou a imagem.</s>",fake
"Além do discurso: Pandemia fará marcas entrarem na era do ""pós-propósito""  

menos discurso, mais ação. a evolução do conceito de propósito para a postura social mais ativa, com projetos que tenham impacto real, e não somente criados para comunicação. o estudo creative insights 2020, encomendado pelo uol e produzido pela goad media, destaca os temas que moldam a relação entre marcas e pessoas e os principais assuntos apresentados nos festivais de criatividade d&ad e lions live. o momento de as empresas conectarem seu propósito conceitual a projetos que melhorem as condições humanas.</s>",fake
"Michel Temer, reforma trabalhista e terceirização

o brasil é o maior do mundo [em ações trabalhistas] - michel temer",true
"Com MP, não houve desistência em relação ao projeto de autonomia, diz BC  

o banco central não desistiu do projeto de autonomia formal da instituição, que tramita na câmara. a medida provisória 930, editada pelo governo de jair bolsonaro, tem caráter temporário, enquanto durarem os efeitos das ações tomadas contra os efeitos da pandemia do novo coronavírus sobre a economia. o bc blindou seus dirigentes e servidores contra eventuais questionamentos futuros. a mp tem como objetivo a não responsabilização dos dirigentes, servidores e dirigentes do bc por atos praticados de boa fé durante a crise. na exposição de motivos da mp, o banco central lembra que ainda hoje correm no poder judiciário e em órgãos de controle ações buscando responsabilização de dirigentes do banco central por medidas tomadas na década de 1990 que garantiram a estabilização monetária, o saneamento do sfn sistema financeiro nacional e o controle do mercado de câmbio.</s>",fake
"Dr. Yamamoto, professor de neurologia, criou imagem que mostra se você está cansado #boato

esta imagem foi criada pelo professor de neurologia dr yamamoto: .. se ela não se movimenta, significa que você está saudável e dormiu bem. .. se ela está se movimentando bem devagar, mostra que você está estressado ou cansado se ela está se movendo continuamente e rápido, mostra que você está muito estressado, e pode haver alterações de ordem psicológica.",true
"ONU acusa governo de Maduro de mais de 200 assassinatos nos últimos 6 meses  

as execuções extrajudiciais persistem na venezuela, onde as forças policiais realizaram mais de 200 assassinatos desde setembro do ano passado, conforme denunciou nesta quarta-feira a missão internacional da onu para investigar as violações dos direitos humanos no país sul-americano. a portuguesa maría valiñas, presidente da missão, falou hoje perante o conselho de direitos humanos da onu para analisar a evolução das liberdades fundamentais na venezuela desde que apresentou seu primeiro relatório, em setembro de 2020, e destacou que a repressão contra todas as vozes críticas continua incessante.",fake
"
  Não há registro de que a Ford tenha encerrado globalmente a produção de veículos de passageiros

“não é no brasil! a decisão da ford, tomada há dois anos, foi parar de produzir carros de passageiros no mundo!!!! eles não ganham dinheiro com ka, fiesta, focus, etc. desistiram de competir com asiáticos e europeus. a ford vai produzir apenas caminhonetes e o mustang. no mundo!!!”, afirma uma das publicações compartilhadas no facebook (1, 2, 3), no twitter e no instagram logo após o anúncio feito pela empresa norte-americana de que encerraria sua produção no brasil. algumas das publicações são acompanhadas por uma captura de tela de uma notícia da nbc news, de 26 de abril de 2018, com o título “ford encerrará toda produção de veículos de passageiros, exceto a do mustang” (tradução do inglês). a matéria, entretanto, traz informações sobre a produção nos estados unidos, sem mencionar a produção global da companhia.",true
"Comércio exterior, eleições, Bolsonaro e PT: imprecisões de Ciro Gomes após a posse do novo governo

a dilma recebeu o brasil com 4% de desemprego, entregou pro michel temer com 14% de desemprego - ciro gomes",true
"Para acabar com a pandemia, precisamos falar sobre desigualdade  

não é preciso ser muito inteligente para reconhecer que vivemos em um mundo desigual. a realidade periférica e o coração dos centros mais desenvolvidos estão em todo lugar. a desigualdade é crescente para mais de 70% da população global, incluindo em países ricos e de renda média. os dados apontam que a renda média na américa do norte é 16 vezes maior do que na áfrica subsaariana. essas notícias vão na mesma linha do time do care, publicado pela oxfam em 2020.</s>",fake
"        Redução da multa do FGTS só valerá para jovens e deverá estar em contrato 14/11/2019 20h28 

publicações compartilhadas no facebook misturam prints de notícias sobre a medida provisória 905/2019, assinada pelo presidente jair bolsonaro e que cria o programa emprego verde amarelo, e afirmações enganosas sobre mudanças na multa rescisória do fundo de garantia do tempo de serviço (fgts). verificou dois posts da página ""todos contra o fim da aposentadoria"" que sugerem, enganosamente, que a multa de 40% — um direito do trabalhador em caso de demissão sem justa causa—, será reduzida para 20% para todos os trabalhadores por conta do programa.",true
"
Postagens enganam ao atribuir obra do governo alagoano ao ministro Tarcísio Freitas


publicações nas redes sociais (veja aqui) desinformam ao atribuir o asfaltamento de uma estrada em alagoas ao ministro da infraestrutura, tarcísio de freitas. as imagens de antes e depois são de uma obra na rodovia al-145 realizada pelo governo alagoano em 2017, antes do início da gestão bolsonaro, e que usou recursos do estado, não federais. o comparativo somava ao menos 5.100 compartilhamentos no facebook nesta quarta-feira (1°) e foi sinalizado como falso na ferramenta de verificação da plataforma (veja como funciona).",true
"Biden renova aliança com Austrália, Índia e Japão apesar da pressão da China  

os estados unidos anunciaram que na quinta-feira manterão negociações com a austrália, índia e japão, um novo impulso do presidente joe biden para a aliança conhecida como quad, apesar dos avisos da china. o secretário de estado americano, antony blinken, falará virtualmente com os chanceleres dos três países, com a pandemia de covid-19 e as mudanças climáticas em pauta. ""essas discussões com os ministros das relações exteriores da quad são fundamentais para o avanço de nossos objetivos comuns para um indo-pacífico livre e aberto e para enfrentar os desafios definidores de nosso tempo"", disse o porta-voz do departamento de estado, ned price, a jornalistas nesta quarta-feira(17).",fake
"O novo coronavírus pode afetar a economia da América do Sul?  

o surto de covid-19 reduz ainda mais o otimismo com a economia mundial. para muitos países da américa latina, a china é mais importante que a europa e os eua. como uma recessão causada pelo vírus poderia prejudicá-los? as perspectivas para a economia global em 2020 já não são promissoras, escreve a diplomata das nações unidas alicia bárcena, do observatório the dialogue, de washington. as razões são as tensões crescentes no oriente médio e o conflito comercial em curso entre china e estados unidos. a epidemia do novo coronavírus ofusca ainda mais as perspectivas. o crescimento da china deve ficar abaixo de 6% no primeiro trimestre, estima jörg krämer, economista-chefe do commerzbank, citado pelo jornal alemão handelsblatt. não é possível prever até que ponto a crise afetará a economia da china.</s>",fake
"Viúva relata medo e clarão em enterro de pastor que esperava ressuscitar  

ana maria oliveira rodrigues, de 56 anos, disse que não ficou com a fé abalada após o marido, o pastor huber carlos rodrigues, morrer e não ressuscitar. mesmo que os fiéis tenham esperado o retorno em goiatuba (go), cerca de 180 km de goiânia, o enterro foi realizado na madrugada de ontem. ana maria, em entrevista ao jornal o globo, afirmou que não estava com a consciência tranquila de que atendi a um pedido do marido, que tanto bem fez para esta comunidade.</s>",fake
"Bolsonaro acha que só metade da população vai se vacinar contra covid  

jair bolsonaro tem dito em conversas internas acreditar que só 50% das pessoas vão tomar vacinas contra a covid-19. ele mesmo já disse não querer o imunizante. a previsão preocupa autoridades que estiveram com o presidente. elas temem que o governo gaste bilhões e não alcance a imunidade coletiva, crucial para reativar a economia. para a microbiologista natália pasternak, este cenário não permite que o vírus pare de circular, embora ajude a reduzir hospitalizações e mortes.(...) leia íntegra na folha.",fake
"FHC diz que Dilma paga por herança maldita de Lula. Comentário do ex-presidente será veiculado nesta segunda-feira, 28, em programa partidário do PSDB na TV aberta. Atualizada às 20h30 BRASÍLIA - O programa nacional do PSDB que vai ao ar na noite desta segunda-feira, 28, faz duras críticas ao PT e ao governo da presidente Dilma Rousseff. Num dos trechos mais fortes, o ex-presidente Fernando Henrique Cardoso diz que Dilma está pagando pela ""herança maldita"" deixada pelo antecessor Luiz Inácio Lula da Silva. ""A economia vai muito mal e a presidente é refém de uma base de 
",true
"
É montagem foto em que jogadores do Flamengo seguram camisa com nome de Bolsonaro


a foto que circula nas redes sociais que mostra jogadores do flamengo segurando uma camisa do time onde se lê ""bolsonaro 17"" é uma montagem (veja aqui). o nome do presidente e o número do psl foram inseridos sobre a imagem original, registrada em 2018 durante uma homenagem dos atletas ao zagueiro juan. publicações com a foto manipulada contabilizavam ao menos 17.000 compartilhamentos no facebook nesta segunda-feira (4).",true
"Um estranho fuzil foi utilizado por mulheres nas Forças Armadas?

em nosso grupo no facebook recebemos diariamente muitas sugestões de artigos, assim como dúvidas de nossos membros. ontem (9), nos deparamos com uma dúvida muito interessante, visto que um usuário questionou se um determinado fuzil realmente havia existido. o fuzil possuía uma curvatura na parte do cano, que serviria para contornar os seios de uma combatente.",true
"Texto mistura boatos sobre covid-19 e confunde autor de recomendações médicas

um texto em formato de lista com ""17 reflexões e conselhos sobre como lidarmos com a atual pandemia da covid-19"" confunde ao misturar recomendações médicas verídicas e s. o estadão verifica encontrou 14 das alegações no twitter do doutor faheem younus, encarregado pelo departamento de doenças infecciosas do centro médico upper chesapeake health da universidade de maryland, nos estados unidos. ele publica checagens de s em sua rede social para ajudar a combater a desinformação sobre a pandemia.",true
"Bolsonaro não venceria no 1º turno com 35% dos votos válidos, como diz post enganoso

a checagem abaixo foi publicada pelo projet . a verificação foi realizada por uma equipe de jornalistas do poder 360 e bandnews fm. outras redações concordaram com a checagem, no processo conhecido como ""crosscheck"".o projet é uma coalizão de 24 veículos de mídia com o objetivo de combater a desinformação durante o período eleitoral. você pode sugerir checagens por meio do número de whatsapp (11) 97795-0022.",true
"        Covid-19: É falso que estudo aponte respiradores como causa de mortes 24/05/2023 14h48 

um estudo norte-americano, publicado em abril, tenha concluído que o uso de respiradores provocou a morte de pacientes internados com covid-19, como afirmam publicações nas redes sociais. os pacientes analisados pelos pesquisadores já estavam gravemente doentes, e o suporte do aparelho aumentou suas chances de sobrevida, diz um dos autores.",true
"São Paulo estuda possibilidade de treinar em Cotia em volta de quarentena  

o são paulo estuda a possibilidade de retomar as atividades em cotia após a quarentena por causa da pandemia do novo coronavírus. o clube ainda não definiu quando os atletas vão poder voltar a trabalhar no campo, mas como as pré-temporadas são realizadas nas dependências do ct laudo natel, tal hipótese é estudada. vale destacar, porém, que o tricolor paulista só vai convocar os seus atletas quando os órgãos de saúde considerarem seguro para todos os funcionários. para ler esta notícia na íntegra, além de outras novidades dos bastidores da bola, acesse a coluna de primeira.",fake
"NYT diz que ""ameaça de ação militar abala o Brasil"" em meio à pandemia  

o aumento das mortes causadas pela pandemia do novo coronavírus, a fuga de investimentos do país e investigações envolvendo o nome do presidente jair bolsonaro e seus filhos foram apontados como fatores que estão desestabilizando o brasil nas últimas semanas. a reportagem do the new york times cita a ameaça de intervenção militar e os riscos que isso traria à democracia brasileira. a publicação diz que algumas figuras militares no brasil estão alertando para a instabilidade. a matéria diz que o círculo interno do presidente bolsonaro parece estar clamando para que os militares entrem na briga. o deputado federal eduardo bolsonaro (psl-sp) disse que uma ruptura institucional semelhante era inevitável.</s>",fake
"Copa Airlines quer retomar 40% dos voos até o fim do ano  

a copa airlines pretende operar até 40% de sua capacidade de voos até o final deste ano, que foi muito afetada por causa da pandemia do novo coronavírus, disse nesta quarta-feira o presidente da companhia aérea panamenha, pedro heilbron. ""em julho estaríamos operando com 10% de capacidade, e esperamos estar perto de 40% até dezembro"", disse. essa previsão de operações será possível se o panamá revogar a suspensão dos voos internacionais - em vigor desde 22 de março - em 23 de junho, conforme estabelecido na segunda prorrogação aprovada pelo governo no âmbito da estratégia de conter a propagação da covid-19. antes da pandemia, a copa tinha voos para 80 cidades das ""espero que todas as rotas sejam mantidas"", afirmou heilbron.",fake
"Astrazeneca muda data de entrega de vacina para Brasil para janeiro  

o governo brasileiro terá uma nova rodada de negociações com a farmacêutica britânica astrazeneca, que desenvolve uma parceria com a universidade de oxford para buscar uma vacina contra o coronavírus, em meados de dezembro. no encontro, o governo brasileiro e a companhia se encontraram formalmente para firmar um acordo de entrega de vacinas para o país e, no mês seguinte, um contrato foi fechado entre as partes.</s>",fake
"Como sistema imunológico muda conforme a hora do dia

quando micro-organismos — como bactérias ou vírus — nos infectam, nosso sistema imunológico entra em ação. ele é altamente capacitado para detectar e eliminar infecções e reparar qualquer dano causado por elas. mas pesquisas realizadas ao longo de mais de meio século mostram que nosso organismo responde de maneira diferente de dia e à noite. a razão para isso é nosso relógio biológico e o fato de que cada célula do corpo, incluindo as células do sistema imunológico, pode identificar a hora do dia.",fake
"Presidente da Anatel afirma que isolamento elevou uso da banda larga e admite atraso em leilão da rede 5G

o tráfego de banda larga no brasil cresceu entre 40% e 50% em meio à pandemia de coronavírus, disse leonardo euler de morais, presidente da agência nacional de telecomunicações (anatel) nesta sexta-feira (22). morais admitiu ainda, pela primeira vez, que as medidas de distanciamento social para conter a pandemia podem atrasar o cronograma do leilão das frequências 5g. mesmo antes da covid-19, o aguardado leilão do espectro de 5g tinha sido adiado em relação à data inicialmente prevista de março de 2020, dada a necessidade de investigar melhor possíveis interferências com outros sinais. no final de março, a anatel suspendeu indefinidamente os testes de campo para a frequência de 3,5 ghz, embora outras simulações técnicas com computadores sigam em andamento.",fake
"No Parlamento Europeu, Brasil pede mais vacinas da iniciativa Covax  

bruxelas, 15 abr (efe).- o embaixador do brasil na união europeia (ue), marcos galvão, pediu nesta quinta-feira ao parlamento europeu que seja destinada de forma rápida uma maior quantidade de vacinas para o país, particularmente as fornecidas pela iniciativa internacional covax, devido aos trágicos números de contágios e mortes por covid-19 nos últimos meses. em reunião com a delegação do parlamento europeu para as relações com o brasil, galvão ressaltou que mais de 360 mil pessoas morreram no país desde o início da pandemia, e que março foi o pior mês de toda a crise sanitária, com quase 67 mil óbitos. ""o sistema de saúde está funcionando em capacidade máxima"", enfatizou o embaixador.",fake
"
  A capa da revista Time que mostra Bolsonaro como ""personalidade do ano"" é uma montagem

“é melhor jair se acostumando”, diz uma das publicações compartilhadas no twitter (1, 2, 3), no facebook (1, 2) e no instagram (1, 2, 3). em 7 de dezembro de 2021, bolsonaro foi escolhido a ""personalidade do ano"" em uma enquete com leitores realizada no site da time. mas, ao noticiar o resultado da votação pública, a revista não divulgou qualquer capa com a foto do presidente.",true
"Vamos ajudar a Menina com Câncer!

e-mail que circula pela rede afirma que para cada e-mail que repassarmos, a pequena menina receberá r$ 0,10 para ajudar no seu tratamento contra o câncer. será que essa história é real?",true
"Cármen Lúcia arquiva pedido de impeachment contra Paulo Guedes  

a ministra cármen lúcia, do stf (supremo tribunal federal), arquivou um pedido de impeachment apresentado contra o ministro da economia, paulo guedes, por suposto crime de responsabilidade. #uolnews",fake
"Reportagem da Veja mostrou que Brasil e Cuba trocaram armas nucleares?

no dia 05 de novembro de 2019, o blogueiro e fundador do site terça livre, allan dos santos, prestou depoimento à comissão mista parlamentar de inquérito e, dentre várias afirmações, afirmou que uma reportagem feita pela revista veja mostrava uma cooperação nuclear entre cuba e brasil.",true
"Recife: Delegada Patrícia subestima o número de bairros sem creche

a candidata à prefeitura do recife delegada patrícia (podemos) ocupa a terceira posição na pesquisa de intenção de voto divulgada pelo datafolha em 23 de outubro de 2020. em sua campanha, tem participado de entrevistas e divulgado propostas em suas redes sociais. a lupa analisou algumas de suas publicações. a checagem faz parte do projeto democracia digital, no qual jornalistas de todas as capitais do brasil verificam discursos dos quatro candidatos melhores colocados nas pesquisas de intenção de voto em 2020.",true
"Desperdício de água da Sabesp e 'gatos' poderiam abastecer toda São Paulo  

o desperdício de água e o furto de água continuam elevados sete anos depois da crise hídrica que secou as torneiras em diversas regiões do estado. o levantamento do uol informa que a média anual de perda de água entre 2014 e 2019 foi de 823 bilhões de litros d'água, o suficiente para abastecer a capital paulista por um ano. para o cálculo da média anual, o uol utilizou o “índice de perdas por micromedição” do sistema nacional de informações sobre saneamento do governo federal.</s>",fake
"Estado de Nova York declara emergência após aumento de casos de covid-19  

a governadora de nova york, kathy hochul, emitiu uma declaração de emergência de emergência ontem, devido às taxas crescentes de infecções e hospitalizações pela covid-19 no estado, além da ameaça da variante ômicron. ela disse que a variante ainda não foi detectada no estado e que decidiu assinar uma ordem executiva para permitir que o departamento de saúde limite procedimentos não essenciais e não urgentes em hospitais e adquira suprimentos essenciais mais rapidamente. a medida entra em vigor em 3 de dezembro e será reavaliada em 15 de janeiro.</s>",fake
"Pandemia pode elevar risco de 'extremismo de extrema direita'  

ataques da extrema direita cresceram 320% nos últimos 5 anos, e a crise de saúde está levando à disseminação de mensagens conspiratórias que alimentam ações violentas. nos últimos anos, o extremismo islâmico foi considerado a principal ameaça à segurança no mundo. e, como tal, recebeu toda a atenção de governos e da imprensa. porém, nos últimos anos, a violência do tipo envolvendo outros atores cresceu e está disparando alguns alarmes quase esquecidos nos departamentos de segurança: trata-se do extremismo de extrema direita. no início de outubro, quando o fbi (polícia federal americana) deteve um grupo de homens ligados a milícias de extrema direita que planejavam sequestrar a senadora gretchen whitmer, muitos se perguntaram se não havia se subestimado a ameaça desses grupos.",fake
"        Pesquisador agiu certo ao não mostrar questionário de pesquisa eleitoral 23/08/2018 21h36 

em vídeo que está sendo compartilhado nas redes sociais, um homem denuncia pesquisa do datafolha e diz que ela foi fraudada porque o pesquisador se recusou a mostrar o questionário. a acusação não procede. de acordo com o instituto, o pesquisador agiu corretamente, e não houve fraude. o vídeo foi gravado no rio de janeiro entre os dias 6 e 7 de junho, quando a pesquisa foi realizada. na gravação, um homem, que apesar de mostrar o rosto, não se identifica, acusa o entrevistador de fraude. “foi anulada agora a pesquisa datafolha porque foi negada a informação de eu ler as perguntas"", diz ele. e questiona: ""como é que eu posso dar credibilidade a uma pesquisa onde eu não posso ler as perguntas?”.",true
"Boato distorce fala da OMS sobre retomada de atividades durante pandemia

publicações no facebook tiram de contexto uma frase dita durante uma coletiva de imprensa da organização mundial da saúde (oms) pelo epidemiologista e diretor do programa de emergências em saúde da entidade, michael ryan. no dia 27 de julho, ele disse que ""as economias têm que se abrir, as pessoas têm que trabalhar, o comércio tem que voltar"". no entanto, a declaração não representa uma mudança no discurso da oms nem uma orientação imediata para a suspensão de medidas de quarentena, como postagens enganosas nas redes sociais fazem crer. ryan respondia a uma pergunta sobre fechamento de fronteiras e afirmou considerar que, a médio prazo, ""vai ser quase impossível para cada país manter suas fronteiras fechadas num futuro próximo"".sobre a reabertura das fronteiras, o epidemiologista orientou que os riscos sejam avaliados em cada país, pois algumas áreas estão com a situação controlada, e as viagens internacionais podem fazer com que o número de casos volte a crescer. para ele, é importante que cada governo avalie suas condições para voltar às atividades, prezando por estratégias que evitem a disseminação da doença entre os países.",true
"Queixas do Facebook e da Microsoft sobre App Store da Apple entram no radar da UE

queixas do facebook e da microsoft sobre a maneira como seus jogos para dispositivos móveis aparecem na app store, da apple, podem alimentar uma investigação da união europeia sobre os negócios da criadora do iphone. em junho, a comissão europeia abriu quatro investigações sobre a apple, três relacionadas à app store e suas regras restritivas, incluindo exigência para que os desenvolvedores usem o sistema de pagamento da apple para compras dentro dos aplicativos. as gigantes da tecnologia dos eua, facebook e microsoft, têm manifestado preocupações sobre as regras da app store.</s>",fake
